Crime,Crimes,Police Station,Crime Category,Latitude,Longitude,Year
Illegal possession of firearms and ammunition,14,Algoapark,Crime detected as a result of Police Action,-33.9031712,25.5704957,2015
Drug-related crime,141,Algoapark,Crime detected as a result of Police Action,-33.9031712,25.5704957,2015
Driving under the influence of alcohol or drugs,56,Algoapark,Crime detected as a result of Police Action,-33.9031712,25.5704957,2015
Sexual Offences detected as a result of police action,3,Algoapark,Crime detected as a result of Police Action,-33.9031712,25.5704957,2015
Murder,89,Bethelsdorp,Contact Crimes,-33.8705197,25.5124711,2015
Attempted murder,91,Bethelsdorp,Contact Crimes,-33.8705197,25.5124711,2015
Assault with the intent to inflict grievous bodily harm,592,Bethelsdorp,Contact Crimes,-33.8705197,25.5124711,2015
Common assault,467,Bethelsdorp,Contact Crimes,-33.8705197,25.5124711,2015
Common robbery,92,Bethelsdorp,Contact Crimes,-33.8705197,25.5124711,2015
Robbery with aggravating circumstances,455,Bethelsdorp,Contact Crimes,-33.8705197,25.5124711,2015
Rape,192,Bethelsdorp,Sexual Offences,-33.8705197,25.5124711,2015
Sexual Assault,15,Bethelsdorp,Sexual Offences,-33.8705197,25.5124711,2015
Attempted Sexual Offences,8,Bethelsdorp,Sexual Offences,-33.8705197,25.5124711,2015
Contact Sexual Offences,7,Bethelsdorp,Sexual Offences,-33.8705197,25.5124711,2015
Carjacking,51,Bethelsdorp,Aggravated Robbery,-33.8705197,25.5124711,2015
Robbery at residential premises,60,Bethelsdorp,Aggravated Robbery,-33.8705197,25.5124711,2015
Robbery at non-residential premises,49,Bethelsdorp,Aggravated Robbery,-33.8705197,25.5124711,2015
Robbery of cash in transit,0,Bethelsdorp,Aggravated Robbery,-33.8705197,25.5124711,2015
Bank robbery,0,Bethelsdorp,Aggravated Robbery,-33.8705197,25.5124711,2015
Truck hijacking ,1,Bethelsdorp,Aggravated Robbery,-33.8705197,25.5124711,2015
Arson,25,Bethelsdorp,Contact-Related Crimes,-33.8705197,25.5124711,2015
Malicious damage to property,587,Bethelsdorp,Contact-Related Crimes,-33.8705197,25.5124711,2015
Burglary at non-residential premises,101,Bethelsdorp,Property-Related Crimes,-33.8705197,25.5124711,2015
Burglary at residential premises,745,Bethelsdorp,Property-Related Crimes,-33.8705197,25.5124711,2015
Theft of motor vehicle and motorcycle,81,Bethelsdorp,Property-Related Crimes,-33.8705197,25.5124711,2015
Theft out of or from motor vehicle,327,Bethelsdorp,Property-Related Crimes,-33.8705197,25.5124711,2015
Stock-theft,8,Bethelsdorp,Property-Related Crimes,-33.8705197,25.5124711,2015
All theft not mentioned elsewhere,792,Bethelsdorp,Other Serious Crimes,-33.8705197,25.5124711,2015
Commercial crime,34,Bethelsdorp,Other Serious Crimes,-33.8705197,25.5124711,2015
Shoplifting,15,Bethelsdorp,Other Serious Crimes,-33.8705197,25.5124711,2015
Illegal possession of firearms and ammunition,67,Bethelsdorp,Crime detected as a result of Police Action,-33.8705197,25.5124711,2015
Drug-related crime,388,Bethelsdorp,Crime detected as a result of Police Action,-33.8705197,25.5124711,2015
Driving under the influence of alcohol or drugs,38,Bethelsdorp,Crime detected as a result of Police Action,-33.8705197,25.5124711,2015
Sexual Offences detected as a result of police action,0,Bethelsdorp,Crime detected as a result of Police Action,-33.8705197,25.5124711,2015
Murder,11,Despatch,Contact Crimes,-33.803171,25.472662,2015
Attempted murder,11,Despatch,Contact Crimes,-33.803171,25.472662,2015
Assault with the intent to inflict grievous bodily harm,94,Despatch,Contact Crimes,-33.803171,25.472662,2015
Common assault,101,Despatch,Contact Crimes,-33.803171,25.472662,2015
Common robbery,13,Despatch,Contact Crimes,-33.803171,25.472662,2015
Robbery with aggravating circumstances,56,Despatch,Contact Crimes,-33.803171,25.472662,2015
Rape,33,Despatch,Sexual Offences,-33.803171,25.472662,2015
Sexual Assault,4,Despatch,Sexual Offences,-33.803171,25.472662,2015
Attempted Sexual Offences,1,Despatch,Sexual Offences,-33.803171,25.472662,2015
Contact Sexual Offences,0,Despatch,Sexual Offences,-33.803171,25.472662,2015
Carjacking,7,Despatch,Aggravated Robbery,-33.803171,25.472662,2015
Robbery at residential premises,6,Despatch,Aggravated Robbery,-33.803171,25.472662,2015
Robbery at non-residential premises,15,Despatch,Aggravated Robbery,-33.803171,25.472662,2015
Robbery of cash in transit,0,Despatch,Aggravated Robbery,-33.803171,25.472662,2015
Bank robbery,0,Despatch,Aggravated Robbery,-33.803171,25.472662,2015
Truck hijacking ,1,Despatch,Aggravated Robbery,-33.803171,25.472662,2015
Arson,1,Despatch,Contact-Related Crimes,-33.803171,25.472662,2015
Malicious damage to property,71,Despatch,Contact-Related Crimes,-33.803171,25.472662,2015
Burglary at non-residential premises,52,Despatch,Property-Related Crimes,-33.803171,25.472662,2015
Burglary at residential premises,209,Despatch,Property-Related Crimes,-33.803171,25.472662,2015
Theft of motor vehicle and motorcycle,33,Despatch,Property-Related Crimes,-33.803171,25.472662,2015
Theft out of or from motor vehicle,85,Despatch,Property-Related Crimes,-33.803171,25.472662,2015
Stock-theft,5,Despatch,Property-Related Crimes,-33.803171,25.472662,2015
All theft not mentioned elsewhere,191,Despatch,Other Serious Crimes,-33.803171,25.472662,2015
Commercial crime,21,Despatch,Other Serious Crimes,-33.803171,25.472662,2015
Shoplifting,15,Despatch,Other Serious Crimes,-33.803171,25.472662,2015
Illegal possession of firearms and ammunition,6,Despatch,Crime detected as a result of Police Action,-33.803171,25.472662,2015
Drug-related crime,170,Despatch,Crime detected as a result of Police Action,-33.803171,25.472662,2015
Driving under the influence of alcohol or drugs,26,Despatch,Crime detected as a result of Police Action,-33.803171,25.472662,2015
Sexual Offences detected as a result of police action,0,Despatch,Crime detected as a result of Police Action,-33.803171,25.472662,2015
Murder,42,Gelvandale,Contact Crimes,-33.9107082,25.5502497,2015
Attempted murder,174,Gelvandale,Contact Crimes,-33.9107082,25.5502497,2015
Assault with the intent to inflict grievous bodily harm,367,Gelvandale,Contact Crimes,-33.9107082,25.5502497,2015
Common assault,294,Gelvandale,Contact Crimes,-33.9107082,25.5502497,2015
Common robbery,124,Gelvandale,Contact Crimes,-33.9107082,25.5502497,2015
Robbery with aggravating circumstances,332,Gelvandale,Contact Crimes,-33.9107082,25.5502497,2015
Rape,88,Gelvandale,Sexual Offences,-33.9107082,25.5502497,2015
Sexual Assault,24,Gelvandale,Sexual Offences,-33.9107082,25.5502497,2015
Attempted Sexual Offences,3,Gelvandale,Sexual Offences,-33.9107082,25.5502497,2015
Contact Sexual Offences,4,Gelvandale,Sexual Offences,-33.9107082,25.5502497,2015
Carjacking,13,Gelvandale,Aggravated Robbery,-33.9107082,25.5502497,2015
Robbery at residential premises,13,Gelvandale,Aggravated Robbery,-33.9107082,25.5502497,2015
Robbery at non-residential premises,34,Gelvandale,Aggravated Robbery,-33.9107082,25.5502497,2015
Robbery of cash in transit,1,Gelvandale,Aggravated Robbery,-33.9107082,25.5502497,2015
Bank robbery,0,Gelvandale,Aggravated Robbery,-33.9107082,25.5502497,2015
Truck hijacking ,1,Gelvandale,Aggravated Robbery,-33.9107082,25.5502497,2015
Arson,13,Gelvandale,Contact-Related Crimes,-33.9107082,25.5502497,2015
Malicious damage to property,416,Gelvandale,Contact-Related Crimes,-33.9107082,25.5502497,2015
Burglary at non-residential premises,128,Gelvandale,Property-Related Crimes,-33.9107082,25.5502497,2015
Burglary at residential premises,367,Gelvandale,Property-Related Crimes,-33.9107082,25.5502497,2015
Theft of motor vehicle and motorcycle,69,Gelvandale,Property-Related Crimes,-33.9107082,25.5502497,2015
Theft out of or from motor vehicle,300,Gelvandale,Property-Related Crimes,-33.9107082,25.5502497,2015
Stock-theft,0,Gelvandale,Property-Related Crimes,-33.9107082,25.5502497,2015
All theft not mentioned elsewhere,516,Gelvandale,Other Serious Crimes,-33.9107082,25.5502497,2015
Commercial crime,71,Gelvandale,Other Serious Crimes,-33.9107082,25.5502497,2015
Shoplifting,329,Gelvandale,Other Serious Crimes,-33.9107082,25.5502497,2015
Illegal possession of firearms and ammunition,74,Gelvandale,Crime detected as a result of Police Action,-33.9107082,25.5502497,2015
Drug-related crime,749,Gelvandale,Crime detected as a result of Police Action,-33.9107082,25.5502497,2015
Driving under the influence of alcohol or drugs,45,Gelvandale,Crime detected as a result of Police Action,-33.9107082,25.5502497,2015
Sexual Offences detected as a result of police action,0,Gelvandale,Crime detected as a result of Police Action,-33.9107082,25.5502497,2015
Murder,6,Humewood,Contact Crimes,-33.9737486,25.6259001,2015
Attempted murder,5,Humewood,Contact Crimes,-33.9737486,25.6259001,2015
Assault with the intent to inflict grievous bodily harm,64,Humewood,Contact Crimes,-33.9737486,25.6259001,2015
Common assault,212,Humewood,Contact Crimes,-33.9737486,25.6259001,2015
Common robbery,129,Humewood,Contact Crimes,-33.9737486,25.6259001,2015
Robbery with aggravating circumstances,363,Humewood,Contact Crimes,-33.9737486,25.6259001,2015
Rape,38,Humewood,Sexual Offences,-33.9737486,25.6259001,2015
Sexual Assault,10,Humewood,Sexual Offences,-33.9737486,25.6259001,2015
Attempted Sexual Offences,0,Humewood,Sexual Offences,-33.9737486,25.6259001,2015
Contact Sexual Offences,3,Humewood,Sexual Offences,-33.9737486,25.6259001,2015
Carjacking,10,Humewood,Aggravated Robbery,-33.9737486,25.6259001,2015
Robbery at residential premises,27,Humewood,Aggravated Robbery,-33.9737486,25.6259001,2015
Robbery at non-residential premises,26,Humewood,Aggravated Robbery,-33.9737486,25.6259001,2015
Robbery of cash in transit,1,Humewood,Aggravated Robbery,-33.9737486,25.6259001,2015
Bank robbery,0,Humewood,Aggravated Robbery,-33.9737486,25.6259001,2015
Truck hijacking ,0,Humewood,Aggravated Robbery,-33.9737486,25.6259001,2015
Arson,1,Humewood,Contact-Related Crimes,-33.9737486,25.6259001,2015
Malicious damage to property,391,Humewood,Contact-Related Crimes,-33.9737486,25.6259001,2015
Burglary at non-residential premises,161,Humewood,Property-Related Crimes,-33.9737486,25.6259001,2015
Burglary at residential premises,656,Humewood,Property-Related Crimes,-33.9737486,25.6259001,2015
Theft of motor vehicle and motorcycle,273,Humewood,Property-Related Crimes,-33.9737486,25.6259001,2015
Theft out of or from motor vehicle,1012,Humewood,Property-Related Crimes,-33.9737486,25.6259001,2015
Stock-theft,0,Humewood,Property-Related Crimes,-33.9737486,25.6259001,2015
All theft not mentioned elsewhere,1132,Humewood,Other Serious Crimes,-33.9737486,25.6259001,2015
Commercial crime,203,Humewood,Other Serious Crimes,-33.9737486,25.6259001,2015
Shoplifting,156,Humewood,Other Serious Crimes,-33.9737486,25.6259001,2015
Illegal possession of firearms and ammunition,5,Humewood,Crime detected as a result of Police Action,-33.9737486,25.6259001,2015
Drug-related crime,320,Humewood,Crime detected as a result of Police Action,-33.9737486,25.6259001,2015
Driving under the influence of alcohol or drugs,114,Humewood,Crime detected as a result of Police Action,-33.9737486,25.6259001,2015
Sexual Offences detected as a result of police action,55,Humewood,Crime detected as a result of Police Action,-33.9737486,25.6259001,2015
Murder,17,Ikamvelihle,Contact Crimes,-33.7972722,25.6083202,2015
Attempted murder,5,Ikamvelihle,Contact Crimes,-33.7972722,25.6083202,2015
Assault with the intent to inflict grievous bodily harm,171,Ikamvelihle,Contact Crimes,-33.7972722,25.6083202,2015
Common assault,118,Ikamvelihle,Contact Crimes,-33.7972722,25.6083202,2015
Common robbery,40,Ikamvelihle,Contact Crimes,-33.7972722,25.6083202,2015
Robbery with aggravating circumstances,215,Ikamvelihle,Contact Crimes,-33.7972722,25.6083202,2015
Rape,44,Ikamvelihle,Sexual Offences,-33.7972722,25.6083202,2015
Sexual Assault,5,Ikamvelihle,Sexual Offences,-33.7972722,25.6083202,2015
Attempted Sexual Offences,0,Ikamvelihle,Sexual Offences,-33.7972722,25.6083202,2015
Contact Sexual Offences,3,Ikamvelihle,Sexual Offences,-33.7972722,25.6083202,2015
Carjacking,14,Ikamvelihle,Aggravated Robbery,-33.7972722,25.6083202,2015
Robbery at residential premises,22,Ikamvelihle,Aggravated Robbery,-33.7972722,25.6083202,2015
Robbery at non-residential premises,17,Ikamvelihle,Aggravated Robbery,-33.7972722,25.6083202,2015
Robbery of cash in transit,0,Ikamvelihle,Aggravated Robbery,-33.7972722,25.6083202,2015
Bank robbery,0,Ikamvelihle,Aggravated Robbery,-33.7972722,25.6083202,2015
Truck hijacking ,0,Ikamvelihle,Aggravated Robbery,-33.7972722,25.6083202,2015
Arson,4,Ikamvelihle,Contact-Related Crimes,-33.7972722,25.6083202,2015
Malicious damage to property,90,Ikamvelihle,Contact-Related Crimes,-33.7972722,25.6083202,2015
Burglary at non-residential premises,28,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2015
Burglary at residential premises,149,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2015
Theft of motor vehicle and motorcycle,43,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2015
Theft out of or from motor vehicle,61,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2015
Stock-theft,2,Ikamvelihle,Property-Related Crimes,-33.7972722,25.6083202,2015
All theft not mentioned elsewhere,82,Ikamvelihle,Other Serious Crimes,-33.7972722,25.6083202,2015
Commercial crime,11,Ikamvelihle,Other Serious Crimes,-33.7972722,25.6083202,2015
Shoplifting,0,Ikamvelihle,Other Serious Crimes,-33.7972722,25.6083202,2015
Illegal possession of firearms and ammunition,10,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2015
Drug-related crime,107,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2015
Driving under the influence of alcohol or drugs,186,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2015
Sexual Offences detected as a result of police action,0,Ikamvelihle,Crime detected as a result of Police Action,-33.7972722,25.6083202,2015
Murder,14,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2015
Attempted murder,12,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2015
Assault with the intent to inflict grievous bodily harm,206,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2015
Common assault,221,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2015
Common robbery,29,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2015
Robbery with aggravating circumstances,144,Kabega Park,Contact Crimes,-33.9399801,25.4985667,2015
Rape,106,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2015
Sexual Assault,11,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2015
Attempted Sexual Offences,4,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2015
Contact Sexual Offences,3,Kabega Park,Sexual Offences,-33.9399801,25.4985667,2015
Carjacking,3,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2015
Robbery at residential premises,23,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2015
Robbery at non-residential premises,22,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2015
Robbery of cash in transit,0,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2015
Bank robbery,0,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2015
Truck hijacking ,0,Kabega Park,Aggravated Robbery,-33.9399801,25.4985667,2015
Arson,5,Kabega Park,Contact-Related Crimes,-33.9399801,25.4985667,2015
Malicious damage to property,308,Kabega Park,Contact-Related Crimes,-33.9399801,25.4985667,2015
Burglary at non-residential premises,58,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2015
Burglary at residential premises,800,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2015
Theft of motor vehicle and motorcycle,116,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2015
Theft out of or from motor vehicle,561,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2015
Stock-theft,53,Kabega Park,Property-Related Crimes,-33.9399801,25.4985667,2015
All theft not mentioned elsewhere,662,Kabega Park,Other Serious Crimes,-33.9399801,25.4985667,2015
Commercial crime,106,Kabega Park,Other Serious Crimes,-33.9399801,25.4985667,2015
Shoplifting,49,Kabega Park,Other Serious Crimes,-33.9399801,25.4985667,2015
Illegal possession of firearms and ammunition,7,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2015
Drug-related crime,97,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2015
Driving under the influence of alcohol or drugs,65,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2015
Sexual Offences detected as a result of police action,0,Kabega Park,Crime detected as a result of Police Action,-33.9399801,25.4985667,2015
Murder,24,Kamesh,Contact Crimes,-33.769185,25.3660359,2015
Attempted murder,9,Kamesh,Contact Crimes,-33.769185,25.3660359,2015
Assault with the intent to inflict grievous bodily harm,346,Kamesh,Contact Crimes,-33.769185,25.3660359,2015
Common assault,161,Kamesh,Contact Crimes,-33.769185,25.3660359,2015
